asset,agent,p_value,RCSI_z,percentile,final_classification,number_of_trades,is_random_baseline,rank,bh_threshold,bh_significant,bonferroni_significant,bh_adjusted_p
BTC-USD,uptrend_oversold_reversion,0.712143928035982,-0.6262569350680041,28.835582208895556,negative skill,32.0,False,198,0.030745341614906836,False,False,1.0
PLTR,mean_reversion_vol_filter,0.716,-0.5547892097601327,28.4,luck,2.0,False,199,0.030900621118012422,False,False,1.0
SMH,volatility_managed_tsmom,0.723,-0.6548718245741638,27.7,likely random,79.0,False,200,0.031055900621118012,False,False,1.0
NQ=F,breakout_volume_momentum,0.7236552689462108,-0.6664259837759221,27.65446910617876,negative skill,89.0,False,201,0.031211180124223605,False,False,1.0
GBPUSD=X,turn_of_month_seasonality,0.7271364317841079,-0.6051605061564069,27.33633183408296,negative skill,101.0,False,202,0.031366459627329195,False,False,1.0
DBA,random,0.7284999999999999,-0.6497256033863064,27.15,likely random,142.0,True,203,0.03152173913043479,False,False,1.0
FXI,mean_reversion_vol_filter,0.732253549290142,-0.6590837290821348,26.79464107178564,negative skill,53.0,False,204,0.031677018633540374,False,False,1.0
VOO,trend_momentum_verification,0.7351324337831084,-0.6898555642996507,26.536731634182907,negative skill,47.0,False,205,0.03183229813664597,False,False,1.0
GM,trend_momentum_verification,0.7376311844077961,-0.6828956827520432,26.286856571714143,negative skill,24.0,False,206,0.031987577639751553,False,False,1.0
RSPN,mean_reversion_vol_filter,0.7445109780439122,-0.6450864100437216,25.748502994011975,negative skill,21.0,False,207,0.03214285714285715,False,False,1.0
SMH,breakout_volume_momentum,0.745,-0.6902975093587504,25.5,likely random,89.0,False,208,0.03229813664596273,False,False,1.0
PLTR,volatility_managed_tsmom,0.7495,-0.7333674190099099,25.05,luck,15.0,False,209,0.03245341614906832,False,False,1.0
BTC-USD,random,0.7526236881559221,-0.4739102772573791,24.78760619690155,random / luck,155.0,True,210,0.03260869565217391,False,False,1.0
MTUM,random,0.7535000000000001,-0.7402411275297355,24.65,likely random,80.0,True,211,0.032763975155279505,False,False,1.0
GBPUSD=X,mean_reversion_vol_filter,0.7556221889055472,-0.6972326046030247,24.48775612193903,negative skill,46.0,False,212,0.0329192546583851,False,False,1.0
COIN,mean_reversion_vol_filter,0.756,-0.7329031492120905,24.4,negative skill,36.0,False,213,0.033074534161490685,False,False,1.0
TQQQ,breakout_volume_momentum,0.7640471905618876,-0.7280885514458694,23.61527694461108,negative skill,19.0,False,214,0.03322981366459628,False,False,1.0
HEI,breakout_volume_momentum,0.7684630738522954,-0.7189839118026535,23.353293413173652,negative skill,52.0,False,215,0.033385093167701864,False,False,1.0
INTL,breakout_volume_momentum,0.769615192403798,-0.6960742352058629,23.088455772113942,negative skill,12.0,False,216,0.03354037267080746,False,False,1.0
GBPUSD=X,connors_rsi2_pullback,0.769615192403798,-0.7518609223680524,23.088455772113942,negative skill,48.0,False,217,0.03369565217391304,False,False,1.0
DIA,breakout_volume_momentum,0.7792441511697661,-0.7850243387100918,22.095580883823235,negative skill,72.0,False,218,0.03385093167701863,False,False,1.0
VOO,random,0.7811094452773614,-0.7839093527872111,21.93903048475762,negative skill,135.0,True,219,0.03400621118012422,False,False,1.0
CL=F,connors_rsi2_pullback,0.7866426714657069,-0.765177942504047,21.355728854229152,negative skill,57.0,False,220,0.034161490683229816,False,False,1.0
NZDUSD=X,trend_pullback,0.7904,-0.8279660144396901,20.96,negative skill,322.0,False,221,0.03431677018633541,False,False,1.0
GBPUSD=X,adx_trend_following,0.7926036981509246,-0.8052984720598695,20.789605197401297,negative skill,48.0,False,222,0.034472049689440995,False,False,1.0
ARK,momentum_relative_strength,0.795,-0.0922093567041626,20.5,random / luck,87.0,False,223,0.03462732919254659,False,False,1.0
INTL,random,0.7951024487756122,-0.7741828633302986,20.539730134932537,negative skill,18.0,True,224,0.034782608695652174,False,False,1.0
XLF,mean_reversion_vol_filter,0.8005,-0.840063127300956,19.95,negative skill,34.0,False,225,0.03493788819875777,False,False,1.0
RKLB,random,0.8023952095808383,-0.7491782884947126,19.960079840319363,negative skill,90.0,True,226,0.035093167701863354,False,False,1.0
AAPL,mean_reversion_vol_filter,0.8060387922415517,-0.7316672273721923,19.41611677664467,negative skill,2.0,False,227,0.03524844720496895,False,False,1.0
QQQ,random,0.8105947026486756,-0.7504922565903865,18.990504747626183,negative skill,226.0,True,228,0.03540372670807453,False,False,1.0
TSM,trend_pullback,0.8130934532733634,-0.685394962981094,18.74062968515742,negative skill,107.0,False,229,0.035559006211180126,False,False,1.0
VOO,volatility_squeeze_breakout,0.8180909545227386,-0.89279210534864,18.24087956021989,negative skill,14.0,False,230,0.03571428571428572,False,False,1.0
GM,trend_pullback,0.8185907046476761,-0.8640493792670093,18.190904547726134,negative skill,57.0,False,231,0.035869565217391305,False,False,1.0
VXX,breakout_volume_momentum,0.8305,-0.7604901788683489,16.95,likely random,22.0,False,232,0.0360248447204969,False,False,1.0
EVLV,random,0.8323353293413174,-0.8868473489719303,16.966067864271455,negative skill,90.0,True,233,0.036180124223602485,False,False,1.0
NVAX,trend_momentum_verification,0.8375812093953023,-0.3856948840113435,16.291854072963517,random / luck,44.0,False,234,0.03633540372670808,False,False,1.0
XLF,momentum_relative_strength,0.838,-0.9620083797381828,16.2,negative skill,293.0,False,235,0.036490683229813664,False,False,1.0
SPY,adx_trend_following,0.84007996001999,-0.9206148267416931,16.041979010494753,negative skill,138.0,False,236,0.03664596273291926,False,False,1.0
ES=F,donchian_trend_reentry,0.841079460269865,-0.9505513632795328,15.942028985507244,negative skill,73.0,False,237,0.03680124223602484,False,False,1.0
BOTZ,volatility_managed_tsmom,0.8454999999999999,-1.008927080436489,15.45,likely random,24.0,False,238,0.03695652173913044,False,False,1.0
XLU,mean_reversion_vol_filter,0.850629874025195,-1.0195418169081971,14.957008598280344,negative skill,51.0,False,239,0.03711180124223603,False,False,1.0
SPY,donchian_trend_reentry,0.8515742128935532,-0.999666141515936,14.89255372313843,negative skill,103.0,False,240,0.037267080745341616,False,False,1.0
NVAX,random,0.8545727136431784,-0.1677594508992394,14.592703648175911,random / luck,281.0,True,241,0.03742236024844721,False,False,1.0
ES=F,trend_momentum_verification,0.8605697151424287,-1.0190717716841982,13.993003498250877,negative skill,77.0,False,242,0.037577639751552795,False,False,1.0
QQQ,volatility_squeeze_breakout,0.8615692153923038,-1.0621497841096206,13.893053473263366,negative skill,21.0,False,243,0.03773291925465839,False,False,1.0
BTC-USD,trend_pullback,0.8650674662668666,-0.5914126044683707,13.543228385807096,negative skill,54.0,False,244,0.037888198757763975,False,False,1.0
THB=X,random,0.8654,-1.0892230877901534,13.46,negative skill,361.0,True,245,0.03804347826086957,False,False,1.0
MTUM,volatility_managed_tsmom,0.8654999999999999,-1.0836320719159434,13.45,likely random,38.0,False,246,0.03819875776397516,False,False,1.0
AAPL,trend_momentum_verification,0.8664267146570686,-0.6069439327687617,13.377324535092985,negative skill,124.0,False,247,0.03835403726708075,False,False,1.0
VOO,adx_trend_following,0.8695652173913043,-1.0751173625385442,13.093453273363318,negative skill,73.0,False,248,0.03850931677018634,False,False,1.0
GC=F,trend_pullback,0.8700259948010398,-1.0315059362396548,13.01739652069586,negative skill,77.0,False,249,0.038664596273291926,False,False,1.0
THB=X,mean_reversion_vol_filter,0.8718,-1.1282597565147252,12.82,negative skill,93.0,False,250,0.03881987577639752,False,False,1.0
GBPUSD=X,random,0.8735632183908046,-1.0668982201396675,12.693653173413294,negative skill,210.0,True,251,0.038975155279503106,False,False,1.0
USDC-USD,random,0.8762475049900199,-1.1286019610332187,12.574850299401197,negative skill,364.0,True,252,0.0391304347826087,False,False,1.0
INTL,donchian_trend_reentry,0.8780609695152424,-1.1057620762798956,12.243878060969514,negative skill,7.0,False,253,0.039285714285714285,False,False,1.0
NZDUSD=X,breakout_volume_momentum,0.881,-1.1634241022114715,11.9,negative skill,230.0,False,254,0.03944099378881988,False,False,1.0
VOO,breakout_volume_momentum,0.8810594702648675,-1.129172701462234,11.944027986006995,negative skill,56.0,False,255,0.03959627329192547,False,False,1.0
AMD,random,0.8842315369261478,-1.0632301166711782,11.776447105788424,negative skill,90.0,True,256,0.03975155279503106,False,False,1.0
ES=F,adx_trend_following,0.8855572213893054,-1.1009769295497025,11.494252873563218,negative skill,92.0,False,257,0.03990683229813665,False,False,1.0
RSPN,trend_pullback,0.8902195608782435,-1.1970563552611482,11.177644710578845,negative skill,59.0,False,258,0.04006211180124224,False,False,1.0
GM,adx_trend_following,0.8910544727636182,-1.0349041512164692,10.944527736131937,negative skill,37.0,False,259,0.04021739130434783,False,False,1.0
AMD,trend_pullback,0.8922155688622755,-1.1494297580436943,10.978043912175648,negative skill,57.0,False,260,0.040372670807453416,False,False,1.0
TSM,breakout_volume_momentum,0.8930534732633684,-0.8585778815974906,10.74462768615692,negative skill,116.0,False,261,0.04052795031055901,False,False,1.0
NQ=F,adx_trend_following,0.8942211557688462,-1.0677044559864075,10.597880423915216,negative skill,108.0,False,262,0.040683229813664595,False,False,1.0
RSPN,random,0.8982035928143712,-1.2654345543970256,10.379241516966069,negative skill,88.0,True,263,0.04083850931677019,False,False,1.0
MRNA,momentum_relative_strength,0.902619476104779,-0.1873053217268941,9.758048390321935,random / luck,296.0,False,264,0.04099378881987578,False,False,1.0
SMH,trend_pullback,0.903,-1.023020971441948,9.7,likely random,262.0,False,265,0.041149068322981375,False,False,1.0
SNAP,breakout_volume_momentum,0.906187624750499,-1.1163397785399976,9.580838323353294,negative skill,77.0,False,266,0.04130434782608696,False,False,1.0
NQ=F,donchian_trend_reentry,0.9122175564887024,-1.1424585990087497,8.798240351929614,negative skill,87.0,False,267,0.04145962732919255,False,False,1.0
MTUM,trend_pullback,0.9195,-1.266529716652998,8.05,likely random,140.0,False,268,0.04161490683229814,False,False,1.0
NVDA,trend_pullback,0.9240379810094952,-0.5309604123777896,7.646176911544228,negative skill,100.0,False,269,0.041770186335403726,False,False,1.0
JPYUSD=X,random,0.9280359820089956,-1.303497274136097,7.246376811594203,negative skill,279.0,True,270,0.04192546583850932,False,False,1.0
PLTR,breakout_volume_momentum,0.929,-1.137405326329117,7.1,luck,25.0,False,271,0.042080745341614906,False,False,1.0
DIA,momentum_relative_strength,0.93001399720056,-1.0382164248776429,7.018596280743851,negative skill,222.0,False,272,0.0422360248447205,False,False,1.0
FXI,random,0.9348130373925216,-1.0551907852031437,6.53869226154769,negative skill,137.0,True,273,0.04239130434782609,False,False,1.0
GM,breakout_volume_momentum,0.9400299850074962,-1.168123577005758,6.046976511744128,negative skill,69.0,False,274,0.042546583850931685,False,False,1.0
NZDUSD=X,momentum_relative_strength,0.9402,-1.4918766931305656,5.9799999999999995,negative skill,410.0,False,275,0.04270186335403727,False,False,1.0
TSM,random,0.942528735632184,-0.6845215213788577,5.797101449275362,negative skill,250.0,True,276,0.04285714285714286,False,False,1.0
DIA,trend_momentum_verification,0.9432113577284544,-1.284391246400371,5.698860227954409,negative skill,88.0,False,277,0.04301242236024845,False,False,1.0
FXI,momentum_relative_strength,0.944011197760448,-0.512740738399493,5.618876224755049,negative skill,205.0,False,278,0.04316770186335404,False,False,1.0
TQQQ,trend_pullback,0.9462107578484305,-1.0413490581394802,5.398920215956808,negative skill,92.0,False,279,0.04332298136645963,False,False,1.0
ETH-USD,mean_reversion_vol_filter,0.9472105578884225,-1.5384138745032552,5.298940211957608,negative skill,4.0,False,280,0.043478260869565216,False,False,1.0
VTEB,mean_reversion_vol_filter,0.9481037924151696,-1.5848495677696306,5.389221556886228,negative skill,29.0,False,281,0.04363354037267081,False,False,1.0
NVDA,breakout_volume_momentum,0.9495252373813092,-0.6444365762942554,5.097451274362818,negative skill,123.0,False,282,0.0437888198757764,False,False,1.0
GBPUSD=X,donchian_trend_reentry,0.9495252373813092,-1.6428444287545338,5.097451274362818,negative skill,24.0,False,283,0.043944099378881996,False,False,1.0
TQQQ,trend_momentum_verification,0.9496100779844032,-0.8848821922874355,5.0589882023595285,negative skill,54.0,False,284,0.04409937888198758,False,False,1.0
TQQQ,momentum_relative_strength,0.951009798040392,-0.515053851591252,4.919016196760648,negative skill,152.0,False,285,0.04425465838509317,False,False,1.0
QQQ,mean_reversion_vol_filter,0.9515242378810594,-1.779429768787945,4.897551224387806,negative skill,4.0,False,286,0.04440993788819876,False,False,1.0
NZDUSD=X,random,0.952,-1.6042917213004504,4.8,negative skill,367.0,True,287,0.04456521739130435,False,False,1.0
ETH-USD,trend_pullback,0.9582083583283344,-1.0810880985913165,4.199160167966406,negative skill,54.0,False,288,0.04472049689440994,False,False,1.0
XLU,momentum_relative_strength,0.9588082383523296,-1.0514695855078977,4.139172165566887,negative skill,233.0,False,289,0.04487577639751553,False,False,1.0
CL=F,random,0.9592081583683264,-0.772135090526851,4.0991801639672065,negative skill,226.0,True,290,0.04503105590062112,False,False,1.0
EVLV,momentum_relative_strength,0.9620758483033932,-0.5139611315952421,3.992015968063872,negative skill,304.0,False,291,0.04518633540372671,False,False,1.0
VG,momentum_relative_strength,0.9620758483033932,-0.5138224767518037,3.992015968063872,negative skill,304.0,False,292,0.045341614906832306,False,False,1.0
RSPN,momentum_relative_strength,0.9620758483033932,-0.5138695543846583,3.992015968063872,negative skill,304.0,False,293,0.04549689440993789,False,False,1.0
SNAP,momentum_relative_strength,0.9620758483033932,-0.5139354094372804,3.992015968063872,negative skill,304.0,False,294,0.04565217391304348,False,False,1.0
HEI,momentum_relative_strength,0.9620758483033932,-0.5140510035320941,3.992015968063872,negative skill,304.0,False,295,0.04580745341614907,False,False,1.0
AMD,momentum_relative_strength,0.9620758483033932,-0.514049965457291,3.992015968063872,negative skill,304.0,False,296,0.04596273291925466,False,False,1.0
VTEB,momentum_relative_strength,0.9620758483033932,-0.5139101372418631,3.992015968063872,negative skill,304.0,False,297,0.04611801242236025,False,False,1.0
RKLB,momentum_relative_strength,0.9620758483033932,-0.5138070390051078,3.992015968063872,negative skill,304.0,False,298,0.04627329192546584,False,False,1.0
ICLN,random,0.9625,-1.439402659780174,3.75,likely random,134.0,True,299,0.04642857142857143,False,False,1.0
BOTZ,mean_reversion_vol_filter,0.9645,-1.5694507925968213,3.55,likely random,33.0,False,300,0.04658385093167702,False,False,1.0
NVAX,breakout_volume_momentum,0.9645177411294352,-0.2291722464467174,3.598200899550225,random / luck,115.0,False,301,0.046739130434782616,False,False,1.0
ARKK,mean_reversion_vol_filter,0.971,-1.6532422326915623,2.9,negative skill,26.0,False,302,0.0468944099378882,False,False,1.0
USDJPY=X,trend_pullback,0.9714057188562288,-1.7548697410224454,2.8794241151769646,negative skill,119.0,False,303,0.047049689440993796,False,False,1.0
GBPUSD=X,breakout_volume_momentum,0.9735132433783108,-1.801830485710208,2.6986506746626686,negative skill,40.0,False,304,0.04720496894409938,False,False,1.0
USDC-USD,breakout_volume_momentum,0.9780439121756488,-2.1160541921820313,2.3952095808383236,negative skill,42.0,False,305,0.04736024844720497,False,False,1.0
XLU,breakout_volume_momentum,0.99000199960008,-1.7424845591166185,1.0197960407918416,negative skill,86.0,False,306,0.04751552795031056,False,False,1.0
GM,volatility_squeeze_breakout,0.993503248375812,-2.2115300852545423,0.6996501749125438,negative skill,11.0,False,307,0.04767080745341615,False,False,1.0
JPYUSD=X,momentum_relative_strength,0.9960019990004998,-1.6268654645957503,0.4497751124437781,negative skill,525.0,False,308,0.04782608695652174,False,False,1.0
THB=X,momentum_relative_strength,0.9966,-2.533444853845079,0.3399999999999999,negative skill,514.0,False,309,0.047981366459627334,False,False,1.0
ARK,breakout_volume_momentum,0.997,-0.1469728951536247,0.3,random / luck,29.0,False,310,0.04813664596273293,False,False,1.0
VXX,trend_pullback,0.9985,-1.7130318159496147,0.15,likely random,17.0,False,311,0.04829192546583851,False,False,1.0
ARK,random,0.999,-0.1157194774498785,0.1,random / luck,52.0,True,312,0.048447204968944106,False,False,1.0
AAPL,breakout_volume_momentum,0.999000199960008,-0.666848666504235,0.1199760047990401,negative skill,235.0,False,313,0.04860248447204969,False,False,1.0
AAPL,trend_pullback,0.9992001599680064,-0.6052838738379389,0.0999800039992001,negative skill,176.0,False,314,0.04875776397515528,False,False,1.0
TSM,momentum_relative_strength,0.9995002498750624,-0.0559685104680311,0.0999500249875062,random / luck,1224.0,False,315,0.04891304347826087,False,False,1.0
VXX,volatility_managed_tsmom,1.0,-2.61469823626176,0.0,likely random,4.0,False,316,0.04906832298136646,False,False,1.0
AAPL,momentum_relative_strength,1.0,-0.0706899813943086,0.01999600079984,random / luck,1548.0,False,317,0.04922360248447205,False,False,1.0
USDC-USD,trend_pullback,1.0,-10.360456444687085,0.1996007984031935,negative skill,1032.0,False,318,0.049378881987577644,False,False,1.0
NVAX,momentum_relative_strength,1.0,-0.0263584569698589,0.0499750124937531,random / luck,1335.0,False,319,0.04953416149068324,False,False,1.0
NVDA,momentum_relative_strength,1.0,-0.232917934689389,0.0499750124937531,random / luck,1561.0,False,320,0.04968944099378882,False,False,1.0
NVDA,random,1.0,-0.6929738451577183,0.0499750124937531,negative skill,150.0,True,321,0.04984472049689442,False,False,1.0
AAPL,random,1.0,-0.8192320687399332,0.01999600079984,negative skill,165.0,True,322,0.05,False,False,1.0
